UTC Time at End of Hour,Demand (MW),Demand (MW) (Adjusted),Net Generation (MW),Total Interchange (MW)
2024-01-01 06:00:00+00:00,65974.0,65974.0,63332.0,-4062.0
2024-01-01 07:00:00+00:00,64702.0,64702.0,61900.0,-3993.0
2024-01-01 08:00:00+00:00,63853.0,63853.0,61414.0,-3523.0
2024-01-01 09:00:00+00:00,63016.0,63016.0,59891.0,-4307.0
2024-01-01 10:00:00+00:00,62934.0,62934.0,60069.0,-3973.0
2024-01-01 11:00:00+00:00,63652.0,63652.0,60543.0,-4279.0
2024-01-01 12:00:00+00:00,64811.0,64811.0,62375.0,-3597.0
2024-01-01 13:00:00+00:00,66254.0,66254.0,63142.0,-4340.0
2024-01-01 14:00:00+00:00,67365.0,67365.0,64347.0,-4134.0
2024-01-01 15:00:00+00:00,68413.0,68413.0,65256.0,-4446.0
2024-01-01 16:00:00+00:00,69875.0,69875.0,66752.0,-4352.0
2024-01-01 17:00:00+00:00,70769.0,70769.0,68112.0,-3908.0
2024-01-01 18:00:00+00:00,70807.0,70807.0,68679.0,-3489.0
2024-01-01 19:00:00+00:00,70250.0,70250.0,68169.0,-3370.0
2024-01-01 20:00:00+00:00,69532.0,69532.0,67652.0,-3299.0
2024-01-01 21:00:00+00:00,69022.0,69022.0,67167.0,-3281.0
2024-01-01 22:00:00+00:00,69640.0,69640.0,68264.0,-2887.0
2024-01-01 23:00:00+00:00,71773.0,71773.0,71035.0,-2464.0
2024-01-02 00:00:00+00:00,74638.0,74638.0,74181.0,-2496.0
2024-01-02 01:00:00+00:00,75044.0,75044.0,75119.0,-2139.0
2024-01-02 02:00:00+00:00,74508.0,74508.0,74986.0,-1722.0
2024-01-02 03:00:00+00:00,73741.0,73741.0,74095.0,-1839.0
2024-01-02 04:00:00+00:00,71942.0,71942.0,72825.0,-1253.0
2024-01-02 05:00:00+00:00,69799.0,69799.0,71281.0,-585.0
2024-01-02 06:00:00+00:00,67775.0,67775.0,69988.0,377.0
2024-01-02 07:00:00+00:00,66799.0,66799.0,69741.0,1044.0
2024-01-02 08:00:00+00:00,66395.0,66395.0,69658.0,1514.0
2024-01-02 09:00:00+00:00,66684.0,66684.0,69751.0,1421.0
2024-01-02 10:00:00+00:00,67561.0,67561.0,70119.0,851.0
2024-01-02 11:00:00+00:00,69703.0,69703.0,71668.0,162.0
2024-01-02 12:00:00+00:00,73557.0,73557.0,75574.0,153.0
2024-01-02 13:00:00+00:00,78517.0,78517.0,79822.0,-705.0
2024-01-02 14:00:00+00:00,81670.0,81670.0,82599.0,-1073.0
2024-01-02 15:00:00+00:00,82209.0,82209.0,81582.0,-2604.0
2024-01-02 16:00:00+00:00,81721.0,81721.0,80860.0,-2683.0
2024-01-02 17:00:00+00:00,80675.0,80675.0,79884.0,-2650.0
2024-01-02 18:00:00+00:00,79389.0,79389.0,78268.0,-3048.0
2024-01-02 19:00:00+00:00,78068.0,78068.0,77403.0,-2474.0
2024-01-02 20:00:00+00:00,76884.0,76884.0,76451.0,-2345.0
2024-01-02 21:00:00+00:00,76130.0,76130.0,75617.0,-2192.0
2024-01-02 22:00:00+00:00,76060.0,76060.0,76503.0,-1236.0
2024-01-02 23:00:00+00:00,77846.0,77846.0,78179.0,-1561.0
2024-01-03 00:00:00+00:00,80826.0,80826.0,79780.0,-3035.0
2024-01-03 01:00:00+00:00,81570.0,81570.0,80452.0,-2970.0
2024-01-03 02:00:00+00:00,80840.0,80840.0,79994.0,-2730.0
2024-01-03 03:00:00+00:00,79335.0,79335.0,79488.0,-1633.0
2024-01-03 04:00:00+00:00,77186.0,77186.0,77790.0,-1092.0
2024-01-03 05:00:00+00:00,74476.0,74476.0,75342.0,-781.0
2024-01-03 06:00:00+00:00,72474.0,72474.0,73610.0,-388.0
2024-01-03 07:00:00+00:00,71056.0,71056.0,72914.0,348.0
2024-01-03 08:00:00+00:00,69996.0,69996.0,72221.0,776.0
2024-01-03 09:00:00+00:00,69533.0,69533.0,71879.0,959.0
2024-01-03 10:00:00+00:00,69628.0,69628.0,71893.0,918.0
2024-01-03 11:00:00+00:00,71481.0,71481.0,73552.0,630.0
2024-01-03 12:00:00+00:00,74372.0,74372.0,76502.0,684.0
2024-01-03 13:00:00+00:00,78813.0,78813.0,81204.0,717.0
2024-01-03 14:00:00+00:00,81660.0,81660.0,83199.0,-186.0
2024-01-03 15:00:00+00:00,81893.0,81893.0,82232.0,-1371.0
2024-01-03 16:00:00+00:00,81367.0,81367.0,81375.0,-1599.0
2024-01-03 17:00:00+00:00,80366.0,80366.0,80258.0,-1710.0
2024-01-03 18:00:00+00:00,79339.0,79339.0,79677.0,-1318.0
2024-01-03 19:00:00+00:00,78593.0,78593.0,79248.0,-1056.0
2024-01-03 20:00:00+00:00,77750.0,77750.0,78800.0,-886.0
2024-01-03 21:00:00+00:00,76905.0,76905.0,78388.0,-478.0
2024-01-03 22:00:00+00:00,76763.0,76763.0,77666.0,-1018.0
2024-01-03 23:00:00+00:00,78737.0,78737.0,79304.0,-1191.0
2024-01-04 00:00:00+00:00,81082.0,81082.0,81483.0,-1393.0
2024-01-04 01:00:00+00:00,81836.0,81836.0,81799.0,-1756.0
2024-01-04 02:00:00+00:00,81431.0,81431.0,81108.0,-1879.0
2024-01-04 03:00:00+00:00,79790.0,79790.0,78806.0,-2728.0
2024-01-04 04:00:00+00:00,77533.0,77533.0,77174.0,-1857.0
2024-01-04 05:00:00+00:00,75532.0,75532.0,74709.0,-2407.0
2024-01-04 06:00:00+00:00,73549.0,73549.0,73091.0,-2159.0
2024-01-04 07:00:00+00:00,71886.0,71886.0,71110.0,-2641.0
2024-01-04 08:00:00+00:00,71201.0,71201.0,70231.0,-2669.0
2024-01-04 09:00:00+00:00,71467.0,71467.0,70552.0,-2643.0
2024-01-04 10:00:00+00:00,71824.0,71824.0,70518.0,-3104.0
2024-01-04 11:00:00+00:00,72922.0,72922.0,72196.0,-2322.0
2024-01-04 12:00:00+00:00,76595.0,76595.0,75610.0,-2868.0
2024-01-04 13:00:00+00:00,81432.0,81432.0,80069.0,-3195.0
2024-01-04 14:00:00+00:00,84185.0,84185.0,82140.0,-3896.0
2024-01-04 15:00:00+00:00,83950.0,83950.0,81809.0,-3892.0
2024-01-04 16:00:00+00:00,82545.0,82545.0,80936.0,-3069.0
2024-01-04 17:00:00+00:00,81358.0,81358.0,80146.0,-2749.0
2024-01-04 18:00:00+00:00,79880.0,79880.0,79187.0,-2055.0
2024-01-04 19:00:00+00:00,78235.0,78235.0,78499.0,-1182.0
2024-01-04 20:00:00+00:00,76831.0,76831.0,77124.0,-1205.0
2024-01-04 21:00:00+00:00,76252.0,76252.0,76665.0,-1014.0
2024-01-04 22:00:00+00:00,76260.0,76260.0,76437.0,-1396.0
2024-01-04 23:00:00+00:00,78251.0,78251.0,77831.0,-2063.0
2024-01-05 00:00:00+00:00,81207.0,81207.0,80692.0,-2123.0
2024-01-05 01:00:00+00:00,82222.0,82222.0,82063.0,-1688.0
2024-01-05 02:00:00+00:00,81949.0,81949.0,82049.0,-1499.0
2024-01-05 03:00:00+00:00,80758.0,80758.0,80518.0,-1839.0
2024-01-05 04:00:00+00:00,78663.0,78663.0,79068.0,-1075.0
2024-01-05 05:00:00+00:00,76435.0,76435.0,77537.0,-527.0
2024-01-05 06:00:00+00:00,75122.0,75122.0,75925.0,-807.0
2024-01-05 07:00:00+00:00,74142.0,74142.0,75723.0,-99.0
2024-01-05 08:00:00+00:00,73631.0,73631.0,75469.0,108.0
2024-01-05 09:00:00+00:00,73372.0,73372.0,75306.0,179.0
2024-01-05 10:00:00+00:00,73688.0,73688.0,75479.0,41.0
2024-01-05 11:00:00+00:00,74171.0,74171.0,76019.0,269.0
2024-01-05 12:00:00+00:00,76629.0,76629.0,78681.0,422.0
2024-01-05 13:00:00+00:00,81003.0,81003.0,83736.0,1065.0
2024-01-05 14:00:00+00:00,83735.0,83735.0,86091.0,473.0
2024-01-05 15:00:00+00:00,83744.0,83744.0,85459.0,-89.0
2024-01-05 16:00:00+00:00,83078.0,83078.0,84298.0,-510.0
2024-01-05 17:00:00+00:00,81880.0,81880.0,82767.0,-906.0
2024-01-05 18:00:00+00:00,81114.0,81114.0,82220.0,-634.0
2024-01-05 19:00:00+00:00,80156.0,80156.0,81196.0,-800.0
2024-01-05 20:00:00+00:00,79851.0,79851.0,80897.0,-703.0
2024-01-05 21:00:00+00:00,79400.0,79400.0,80068.0,-1117.0
2024-01-05 22:00:00+00:00,79483.0,79483.0,79982.0,-1205.0
2024-01-05 23:00:00+00:00,80275.0,80275.0,80656.0,-1494.0
2024-01-06 00:00:00+00:00,81550.0,81550.0,82634.0,-578.0
2024-01-06 01:00:00+00:00,80620.0,80620.0,82380.0,-60.0
2024-01-06 02:00:00+00:00,79325.0,79325.0,81189.0,158.0
2024-01-06 03:00:00+00:00,77605.0,77605.0,79770.0,399.0
2024-01-06 04:00:00+00:00,75173.0,75173.0,77476.0,481.0
2024-01-06 05:00:00+00:00,73287.0,73287.0,75497.0,547.0
2024-01-06 06:00:00+00:00,71539.0,71539.0,73525.0,400.0
2024-01-06 07:00:00+00:00,70001.0,70001.0,72004.0,371.0
2024-01-06 08:00:00+00:00,69134.0,69134.0,70692.0,24.0
2024-01-06 09:00:00+00:00,68520.0,68520.0,69976.0,6.0
2024-01-06 10:00:00+00:00,68107.0,68107.0,68876.0,-721.0
2024-01-06 11:00:00+00:00,68737.0,68737.0,69675.0,-494.0
2024-01-06 12:00:00+00:00,68597.0,68597.0,69609.0,-397.0
2024-01-06 13:00:00+00:00,70353.0,70353.0,70340.0,-1562.0
2024-01-06 14:00:00+00:00,72541.0,72541.0,72153.0,-1918.0
2024-01-06 15:00:00+00:00,74078.0,74078.0,74221.0,-1482.0
2024-01-06 16:00:00+00:00,75510.0,75510.0,74981.0,-2087.0
2024-01-06 17:00:00+00:00,75756.0,75756.0,75492.0,-1844.0
2024-01-06 18:00:00+00:00,75276.0,75276.0,74935.0,-1919.0
2024-01-06 19:00:00+00:00,74580.0,74580.0,74607.0,-1453.0
2024-01-06 20:00:00+00:00,73694.0,73694.0,74408.0,-760.0
2024-01-06 21:00:00+00:00,73173.0,73173.0,73928.0,-768.0
2024-01-06 22:00:00+00:00,73365.0,73365.0,74158.0,-697.0
2024-01-06 23:00:00+00:00,74513.0,74513.0,75244.0,-797.0
2024-01-07 00:00:00+00:00,76639.0,76639.0,77831.0,-389.0
2024-01-07 01:00:00+00:00,76480.0,76480.0,78098.0,-82.0
2024-01-07 02:00:00+00:00,75711.0,75711.0,77208.0,-279.0
2024-01-07 03:00:00+00:00,74494.0,74494.0,76225.0,-88.0
2024-01-07 04:00:00+00:00,72689.0,72689.0,74301.0,-147.0
2024-01-07 05:00:00+00:00,70864.0,70864.0,72608.0,87.0
2024-01-07 06:00:00+00:00,70029.0,70029.0,70990.0,-858.0
2024-01-07 07:00:00+00:00,69268.0,69268.0,70253.0,-835.0
2024-01-07 08:00:00+00:00,68368.0,68368.0,69339.0,-721.0
2024-01-07 09:00:00+00:00,67687.0,67687.0,68494.0,-902.0
2024-01-07 10:00:00+00:00,67799.0,67799.0,68774.0,-719.0
2024-01-07 11:00:00+00:00,68298.0,68298.0,69171.0,-985.0
2024-01-07 12:00:00+00:00,69367.0,69367.0,70058.0,-1026.0
2024-01-07 13:00:00+00:00,70264.0,70264.0,69911.0,-2179.0
2024-01-07 14:00:00+00:00,72556.0,72556.0,71587.0,-2814.0
2024-01-07 15:00:00+00:00,74136.0,74136.0,72823.0,-3141.0
2024-01-07 16:00:00+00:00,74095.0,74095.0,72490.0,-3523.0
2024-01-07 17:00:00+00:00,73330.0,73330.0,71649.0,-3379.0
2024-01-07 18:00:00+00:00,72631.0,72631.0,71330.0,-2943.0
2024-01-07 19:00:00+00:00,72040.0,72040.0,71038.0,-2753.0
2024-01-07 20:00:00+00:00,71425.0,71425.0,69711.0,-3409.0
2024-01-07 21:00:00+00:00,71146.0,71146.0,69656.0,-3191.0
2024-01-07 22:00:00+00:00,71613.0,71613.0,70425.0,-3049.0
2024-01-07 23:00:00+00:00,73529.0,73529.0,71833.0,-3532.0
2024-01-08 00:00:00+00:00,76513.0,76513.0,74507.0,-3750.0
2024-01-08 01:00:00+00:00,77380.0,77380.0,76050.0,-3078.0
2024-01-08 02:00:00+00:00,77082.0,77082.0,75717.0,-3117.0
2024-01-08 03:00:00+00:00,75917.0,75917.0,74906.0,-2878.0
2024-01-08 04:00:00+00:00,73684.0,73684.0,72707.0,-2716.0
2024-01-08 05:00:00+00:00,71365.0,71365.0,71162.0,-1723.0
2024-01-08 06:00:00+00:00,69792.0,69792.0,69617.0,-1740.0
2024-01-08 07:00:00+00:00,69092.0,69092.0,69168.0,-1461.0
2024-01-08 08:00:00+00:00,68572.0,68572.0,68499.0,-1802.0
2024-01-08 09:00:00+00:00,68316.0,68316.0,68830.0,-1239.0
2024-01-08 10:00:00+00:00,68108.0,68108.0,69113.0,-854.0
2024-01-08 11:00:00+00:00,69383.0,69383.0,71615.0,123.0
2024-01-08 12:00:00+00:00,73422.0,73422.0,76030.0,334.0
2024-01-08 13:00:00+00:00,78667.0,78667.0,81008.0,-149.0
2024-01-08 14:00:00+00:00,81410.0,81410.0,84187.0,256.0
2024-01-08 15:00:00+00:00,81298.0,81298.0,83418.0,-524.0
2024-01-08 16:00:00+00:00,80933.0,80933.0,82512.0,-853.0
2024-01-08 17:00:00+00:00,80655.0,80655.0,81728.0,-1374.0
2024-01-08 18:00:00+00:00,80609.0,80609.0,81729.0,-1208.0
2024-01-08 19:00:00+00:00,80056.0,80056.0,80108.0,-2232.0
2024-01-08 20:00:00+00:00,79675.0,79675.0,79759.0,-2061.0
2024-01-08 21:00:00+00:00,79218.0,79218.0,79619.0,-1806.0
2024-01-08 22:00:00+00:00,79191.0,79191.0,80401.0,-964.0
2024-01-08 23:00:00+00:00,80233.0,80233.0,82037.0,-587.0
2024-01-09 00:00:00+00:00,81967.0,81967.0,83724.0,-793.0
2024-01-09 01:00:00+00:00,81035.0,81035.0,83036.0,-545.0
2024-01-09 02:00:00+00:00,79282.0,79282.0,81715.0,-266.0
2024-01-09 03:00:00+00:00,77144.0,77144.0,79205.0,-520.0
2024-01-09 04:00:00+00:00,74954.0,74954.0,76716.0,-580.0
2024-01-09 05:00:00+00:00,72434.0,72434.0,74503.0,-291.0
2024-01-09 06:00:00+00:00,69879.0,69879.0,71057.0,-1307.0
2024-01-09 07:00:00+00:00,67943.0,67943.0,67804.0,-2443.0
2024-01-09 08:00:00+00:00,66987.0,66987.0,67491.0,-1733.0
2024-01-09 09:00:00+00:00,66489.0,66489.0,66798.0,-1867.0
2024-01-09 10:00:00+00:00,66612.0,66612.0,66947.0,-1817.0
2024-01-09 11:00:00+00:00,68121.0,68121.0,68808.0,-1451.0
2024-01-09 12:00:00+00:00,71246.0,71246.0,71857.0,-1812.0
2024-01-09 13:00:00+00:00,76184.0,76184.0,76800.0,-1959.0
2024-01-09 14:00:00+00:00,79320.0,79320.0,79821.0,-2187.0
2024-01-09 15:00:00+00:00,80094.0,80094.0,81054.0,-1769.0
2024-01-09 16:00:00+00:00,80288.0,80288.0,81660.0,-1402.0
2024-01-09 17:00:00+00:00,80599.0,80599.0,82453.0,-686.0
2024-01-09 18:00:00+00:00,80426.0,80426.0,83072.0,96.0
2024-01-09 19:00:00+00:00,80239.0,80239.0,83654.0,771.0
2024-01-09 20:00:00+00:00,79909.0,79909.0,83196.0,758.0
2024-01-09 21:00:00+00:00,79238.0,79238.0,82761.0,984.0
2024-01-09 22:00:00+00:00,79195.0,79195.0,82500.0,748.0
2024-01-09 23:00:00+00:00,80578.0,80578.0,82948.0,-265.0
2024-01-10 00:00:00+00:00,83244.0,83244.0,85307.0,-440.0
2024-01-10 01:00:00+00:00,83771.0,83771.0,85868.0,-475.0
2024-01-10 02:00:00+00:00,82761.0,82761.0,84384.0,-836.0
2024-01-10 03:00:00+00:00,81187.0,81187.0,82140.0,-1627.0
2024-01-10 04:00:00+00:00,78719.0,78719.0,78079.0,-2862.0
2024-01-10 05:00:00+00:00,75600.0,75600.0,75475.0,-2099.0
2024-01-10 06:00:00+00:00,73444.0,73444.0,72017.0,-3589.0
2024-01-10 07:00:00+00:00,71967.0,71967.0,68463.0,-5351.0
2024-01-10 08:00:00+00:00,71316.0,71316.0,67797.0,-5151.0
2024-01-10 09:00:00+00:00,71124.0,71124.0,67710.0,-5050.0
2024-01-10 10:00:00+00:00,71657.0,71657.0,68457.0,-4953.0
2024-01-10 11:00:00+00:00,73990.0,73990.0,71188.0,-4475.0
2024-01-10 12:00:00+00:00,77786.0,77786.0,75139.0,-4480.0
2024-01-10 13:00:00+00:00,83153.0,83153.0,80473.0,-4686.0
2024-01-10 14:00:00+00:00,85931.0,85931.0,83791.0,-4149.0
2024-01-10 15:00:00+00:00,85454.0,85454.0,83907.0,-3515.0
2024-01-10 16:00:00+00:00,83782.0,83782.0,82319.0,-3409.0
2024-01-10 17:00:00+00:00,82551.0,82551.0,81509.0,-3002.0
2024-01-10 18:00:00+00:00,80854.0,80854.0,80193.0,-2712.0
2024-01-10 19:00:00+00:00,79395.0,79395.0,79124.0,-2356.0
2024-01-10 20:00:00+00:00,78148.0,78148.0,77420.0,-2797.0
2024-01-10 21:00:00+00:00,77176.0,77176.0,76656.0,-2343.0
2024-01-10 22:00:00+00:00,76803.0,76803.0,76808.0,-1813.0
2024-01-10 23:00:00+00:00,78546.0,78546.0,78625.0,-1794.0
2024-01-11 00:00:00+00:00,81487.0,81487.0,81527.0,-1866.0
2024-01-11 01:00:00+00:00,82063.0,82063.0,81958.0,-2111.0
2024-01-11 02:00:00+00:00,81468.0,81468.0,81368.0,-2123.0
2024-01-11 03:00:00+00:00,80037.0,80037.0,79874.0,-2147.0
2024-01-11 04:00:00+00:00,77338.0,77338.0,77134.0,-2200.0
2024-01-11 05:00:00+00:00,74159.0,74159.0,74596.0,-1489.0
2024-01-11 06:00:00+00:00,72629.0,72629.0,73710.0,-1064.0
2024-01-11 07:00:00+00:00,71604.0,71604.0,72633.0,-1203.0
2024-01-11 08:00:00+00:00,70598.0,70598.0,71553.0,-1391.0
2024-01-11 09:00:00+00:00,70053.0,70053.0,70493.0,-2018.0
2024-01-11 10:00:00+00:00,70599.0,70599.0,71087.0,-1920.0
2024-01-11 11:00:00+00:00,71123.0,71123.0,71650.0,-1734.0
2024-01-11 12:00:00+00:00,74717.0,74717.0,75307.0,-1705.0
2024-01-11 13:00:00+00:00,79722.0,79722.0,80010.0,-2148.0
2024-01-11 14:00:00+00:00,82208.0,82208.0,81436.0,-3080.0
2024-01-11 15:00:00+00:00,81549.0,81549.0,79962.0,-3717.0
2024-01-11 16:00:00+00:00,80005.0,80005.0,77089.0,-4730.0
2024-01-11 17:00:00+00:00,78279.0,78279.0,75193.0,-4757.0
2024-01-11 18:00:00+00:00,76626.0,76626.0,74361.0,-3991.0
2024-01-11 19:00:00+00:00,75530.0,75530.0,73393.0,-3890.0
2024-01-11 20:00:00+00:00,75054.0,75054.0,72407.0,-4325.0
2024-01-11 21:00:00+00:00,74467.0,74467.0,71966.0,-4348.0
2024-01-11 22:00:00+00:00,74820.0,74820.0,72602.0,-3981.0
2024-01-11 23:00:00+00:00,76180.0,76180.0,74524.0,-3548.0
2024-01-12 00:00:00+00:00,78774.0,78774.0,77635.0,-3242.0
2024-01-12 01:00:00+00:00,79057.0,79057.0,78345.0,-2881.0
2024-01-12 02:00:00+00:00,78274.0,78274.0,77975.0,-2466.0
2024-01-12 03:00:00+00:00,76831.0,76831.0,77262.0,-1994.0
2024-01-12 04:00:00+00:00,74489.0,74489.0,75133.0,-1634.0
2024-01-12 05:00:00+00:00,72365.0,72365.0,72950.0,-1708.0
2024-01-12 06:00:00+00:00,70564.0,70564.0,70999.0,-1953.0
2024-01-12 07:00:00+00:00,68963.0,68963.0,68754.0,-2664.0
2024-01-12 08:00:00+00:00,67825.0,67825.0,67286.0,-2797.0
2024-01-12 09:00:00+00:00,67191.0,67191.0,67472.0,-1996.0
2024-01-12 10:00:00+00:00,67016.0,67016.0,67661.0,-1651.0
2024-01-12 11:00:00+00:00,67922.0,67922.0,69127.0,-1184.0
2024-01-12 12:00:00+00:00,69354.0,69354.0,70588.0,-1250.0
2024-01-12 13:00:00+00:00,73331.0,73331.0,74257.0,-1587.0
2024-01-12 14:00:00+00:00,75972.0,75972.0,76888.0,-1631.0
2024-01-12 15:00:00+00:00,76818.0,76818.0,77578.0,-1722.0
2024-01-12 16:00:00+00:00,77383.0,77383.0,78196.0,-1788.0
2024-01-12 17:00:00+00:00,77853.0,77853.0,78855.0,-1592.0
2024-01-12 18:00:00+00:00,78157.0,78157.0,79660.0,-1144.0
2024-01-12 19:00:00+00:00,78580.0,78580.0,79600.0,-1418.0
2024-01-12 20:00:00+00:00,78586.0,78586.0,80212.0,-973.0
2024-01-12 21:00:00+00:00,78247.0,78247.0,79890.0,-1026.0
2024-01-12 22:00:00+00:00,78203.0,78203.0,79974.0,-825.0
2024-01-12 23:00:00+00:00,79841.0,79841.0,82023.0,-485.0
2024-01-13 00:00:00+00:00,82184.0,82184.0,83942.0,-1017.0
2024-01-13 01:00:00+00:00,82637.0,82637.0,83824.0,-1584.0
2024-01-13 02:00:00+00:00,81658.0,81658.0,82217.0,-2184.0
2024-01-13 03:00:00+00:00,80692.0,80692.0,81135.0,-2179.0
2024-01-13 04:00:00+00:00,79163.0,79163.0,79678.0,-2065.0
2024-01-13 05:00:00+00:00,77280.0,77280.0,77950.0,-1845.0
2024-01-13 06:00:00+00:00,75637.0,75637.0,75250.0,-3196.0
2024-01-13 07:00:00+00:00,74673.0,74673.0,72695.0,-4475.0
2024-01-13 08:00:00+00:00,73964.0,73964.0,72180.0,-4259.0
2024-01-13 09:00:00+00:00,73633.0,73633.0,71874.0,-4233.0
2024-01-13 10:00:00+00:00,73783.0,73783.0,71898.0,-4380.0
2024-01-13 11:00:00+00:00,75122.0,75122.0,73322.0,-4384.0
2024-01-13 12:00:00+00:00,77129.0,77129.0,75468.0,-4244.0
2024-01-13 13:00:00+00:00,79619.0,79619.0,78233.0,-4009.0
2024-01-13 14:00:00+00:00,82076.0,82076.0,80819.0,-3883.0
2024-01-13 15:00:00+00:00,83248.0,83248.0,81324.0,-4567.0
2024-01-13 16:00:00+00:00,83157.0,83157.0,81940.0,-3758.0
2024-01-13 17:00:00+00:00,82165.0,82165.0,81711.0,-3209.0
2024-01-13 18:00:00+00:00,80641.0,80641.0,79955.0,-3435.0
2024-01-13 19:00:00+00:00,79349.0,79349.0,79092.0,-2874.0
2024-01-13 20:00:00+00:00,78072.0,78072.0,77329.0,-3439.0
2024-01-13 21:00:00+00:00,77630.0,77630.0,76152.0,-4091.0
2024-01-13 22:00:00+00:00,78264.0,78264.0,76668.0,-4056.0
2024-01-13 23:00:00+00:00,80196.0,80196.0,78598.0,-4171.0
2024-01-14 00:00:00+00:00,83350.0,83350.0,81469.0,-4387.0
2024-01-14 01:00:00+00:00,84378.0,84378.0,82169.0,-4730.0
2024-01-14 02:00:00+00:00,84063.0,84063.0,82372.0,-4092.0
2024-01-14 03:00:00+00:00,83415.0,83415.0,81440.0,-4352.0
2024-01-14 04:00:00+00:00,82120.0,82120.0,80705.0,-3767.0
2024-01-14 05:00:00+00:00,80423.0,80423.0,79367.0,-3186.0
2024-01-14 06:00:00+00:00,79139.0,79139.0,78590.0,-2872.0
2024-01-14 07:00:00+00:00,79085.0,79085.0,77926.0,-3226.0
2024-01-14 08:00:00+00:00,79080.0,79080.0,78147.0,-3077.0
2024-01-14 09:00:00+00:00,79320.0,79320.0,78261.0,-3158.0
2024-01-14 10:00:00+00:00,80012.0,80012.0,79055.0,-3056.0
2024-01-14 11:00:00+00:00,81085.0,81085.0,80595.0,-2485.0
2024-01-14 12:00:00+00:00,82165.0,82165.0,81414.0,-2866.0
2024-01-14 13:00:00+00:00,83976.0,83976.0,83280.0,-2742.0
2024-01-14 14:00:00+00:00,86034.0,86034.0,85479.0,-2656.0
2024-01-14 15:00:00+00:00,87409.0,87409.0,85444.0,-4083.0
2024-01-14 16:00:00+00:00,87030.0,87030.0,84781.0,-4118.0
2024-01-14 17:00:00+00:00,86354.0,86354.0,84338.0,-3939.0
2024-01-14 18:00:00+00:00,85556.0,85556.0,83169.0,-4277.0
2024-01-14 19:00:00+00:00,85299.0,85299.0,83316.0,-3846.0
2024-01-14 20:00:00+00:00,85014.0,85014.0,81957.0,-4918.0
2024-01-14 21:00:00+00:00,85040.0,85040.0,82077.0,-4658.0
2024-01-14 22:00:00+00:00,85934.0,85934.0,83548.0,-4110.0
2024-01-14 23:00:00+00:00,88140.0,88140.0,86657.0,-3223.0
2024-01-15 00:00:00+00:00,91133.0,91133.0,89008.0,-4204.0
2024-01-15 01:00:00+00:00,91627.0,91627.0,89336.0,-4465.0
2024-01-15 02:00:00+00:00,91247.0,91247.0,87763.0,-5508.0
2024-01-15 03:00:00+00:00,90227.0,90227.0,87385.0,-4635.0
2024-01-15 04:00:00+00:00,88678.0,88678.0,87227.0,-3316.0
2024-01-15 05:00:00+00:00,86745.0,86745.0,85814.0,-2798.0
2024-01-15 06:00:00+00:00,86069.0,86069.0,83978.0,-3939.0
2024-01-15 07:00:00+00:00,85712.0,85712.0,83901.0,-3580.0
2024-01-15 08:00:00+00:00,85214.0,85214.0,82586.0,-4555.0
2024-01-15 09:00:00+00:00,85016.0,85016.0,82317.0,-4593.0
2024-01-15 10:00:00+00:00,85895.0,85895.0,82996.0,-4714.0
2024-01-15 11:00:00+00:00,87169.0,87169.0,84859.0,-4009.0
2024-01-15 12:00:00+00:00,89206.0,89206.0,87026.0,-4179.0
2024-01-15 13:00:00+00:00,92973.0,92973.0,90157.0,-4879.0
2024-01-15 14:00:00+00:00,95619.0,95619.0,93197.0,-4441.0
2024-01-15 15:00:00+00:00,96667.0,96667.0,93218.0,-5875.0
2024-01-15 16:00:00+00:00,96711.0,96711.0,93062.0,-5800.0
2024-01-15 17:00:00+00:00,96003.0,96003.0,92037.0,-6265.0
2024-01-15 18:00:00+00:00,95337.0,95337.0,91240.0,-6184.0
2024-01-15 19:00:00+00:00,94938.0,94938.0,91691.0,-5453.0
2024-01-15 20:00:00+00:00,94622.0,94622.0,91253.0,-5733.0
2024-01-15 21:00:00+00:00,94498.0,94498.0,91817.0,-5170.0
2024-01-15 22:00:00+00:00,94889.0,94889.0,92484.0,-4799.0
2024-01-15 23:00:00+00:00,96388.0,96388.0,94499.0,-4398.0
2024-01-16 00:00:00+00:00,99439.0,99439.0,97441.0,-4760.0
2024-01-16 01:00:00+00:00,99884.0,99884.0,97649.0,-5009.0
2024-01-16 02:00:00+00:00,98847.0,98847.0,96982.0,-4442.0
2024-01-16 03:00:00+00:00,97392.0,97392.0,96335.0,-3579.0
2024-01-16 04:00:00+00:00,95411.0,95411.0,94256.0,-3748.0
2024-01-16 05:00:00+00:00,93860.0,93860.0,92558.0,-3648.0
2024-01-16 06:00:00+00:00,92933.0,92933.0,91250.0,-4301.0
2024-01-16 07:00:00+00:00,92171.0,92171.0,90559.0,-3805.0
2024-01-16 08:00:00+00:00,91613.0,91613.0,90932.0,-2978.0
2024-01-16 09:00:00+00:00,91279.0,91279.0,90672.0,-2901.0
2024-01-16 10:00:00+00:00,91833.0,91833.0,91522.0,-2689.0
2024-01-16 11:00:00+00:00,93100.0,93100.0,92671.0,-2894.0
2024-01-16 12:00:00+00:00,95149.0,95149.0,94718.0,-2982.0
2024-01-16 13:00:00+00:00,99107.0,99107.0,98398.0,-3436.0
2024-01-16 14:00:00+00:00,101688.0,101688.0,101315.0,-3061.0
2024-01-16 15:00:00+00:00,102133.0,102133.0,101989.0,-2724.0
